"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-14","2011-02-09",1120,"LA MATANZA Nº 03","Buenos Aires","Nacional","2011","","FURGON 800","34","PEUGEOT","KE","PARTNER CONFORT 1.4","1","Privado","Física","LOMAS DEL MIRADOR","BUENOS AIRES","No identificado","1953","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-07","2008-07-07",1178,"LA MATANZA Nº 08","Buenos Aires","Nacional","2008","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","RAFAEL CASTILLO","BUENOS AIRES","Masculino","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-06","2007-11-21",1280,"ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ)","Buenos Aires","Nacional","2007","","RURAL 5 PTAS","53","VOLKSWAGEN","LS","SURAN SDI","1","Privado","Física","MASCHWITZ","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-19","2009-02-27",1270,"TIGRE Nº 5","Buenos Aires","Nacional","2009","","FURGON VIDRIADO","37","RENAULT","UV","KANGOO AUTH.PLUS 1.6 DA AA CD PK 2P","1","Privado","Física","EL TALAR","BUENOS AIRES","No identificado","1983","ARGELIA",100,"06","DZA"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-14","2011-09-02",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","2011","","FURGON VIDRIADO C/ASIENTOS","37","RENAULT","VW","KANGOO CONFORT 1.6 CD AA DA SVT 1PL (600KG)","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Femenino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-19","1991-09-25",1227,"LA MATANZA Nº 10","Buenos Aires","Nacional","1991","","SEDAN 4 PUERTAS","19","FORD","33","ESCORT","1","Privado","Física","GONZALEZ CATAN","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-07","2001-01-18",1264,"ADROGUE Nº 5","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","BB","CORSA WIND 1.7 DIESEL - 3 P","1","Privado","Física","GLEW","BUENOS AIRES","Femenino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-13","2001-03-23",1181,"TRES DE FEBRERO Nº 4","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","76","CORSA WIND 1.7 DIESEL 3P","1","Privado","Física","CIUDADELA","BUENOS AIRES","Femenino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-08","2000-07-11",1214,"ITUZAINGO Nº 1 (EX. MORON Nº 8)","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","77","CORSA 3 DOOR WIND 1.6 MPFI","1","Privado","Física","ITUZAINGO","BUENOS AIRES","No identificado","1958","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-21","2010-09-30",1196,"LA PLATA Nº 08","Buenos Aires","Protocolo 21","2010","","FURGON VIDRIADO","112","RENAULT","727","MASTER PH3 DCI 120 L1H1 PKCNF","1","Privado","Física","LOS HORNOS","BUENOS AIRES","Masculino","1952","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-19","2008-11-05",1124,"LANUS Nº 9","Buenos Aires","Nacional","2008","","FURGON VIDRIADO C/AS","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","LANÚS OESTE","BUENOS AIRES","No identificado","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-09","2000-05-11",1290,"LA MATANZA Nº 13","Buenos Aires","Nacional","2000","","FURGON VIDRIADO CON ASIENTOS","37","RENAULT","EF","KANGOO RL EXPRESS DIE DA","1","Privado","Física","VILLA LUZURIAGA","BUENOS AIRES","Masculino","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-21","1998-01-05",1210,"ESTEBAN ECHEVERRIA Nº 3","Buenos Aires","Nacional","1998","","BERLINA 3 PTAS","37","RENAULT","BS","CLIO RN 3PTAS. PACK AA.","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Masculino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-28","2006-01-19",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","2006","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9D PRESSENCE","1","Privado","Física","MUÑIZ","BUENOS AIRES","Masculino","1994","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-26","1999-05-28",1272,"LA PLATA Nº 14","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","67","CORSA 4 PUERTAS GL 1.7 DIE","1","Privado","Física","JOSE HERNANDEZ","BUENOS AIRES","Masculino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-08","2006-10-19",1169,"OLIVOS Nº 05","Buenos Aires","Nacional","2006","","FORGON 600","34","PEUGEOT","DP","PARTNER FURGON 1.4 N CONFORT","1","Privado","Física","VILLA ADELINA","BUENOS AIRES","Masculino","1946","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-19","2000-08-10",1167,"LOMAS DE ZAMORA Nº 5","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 MPFI","1","Privado","Física","LLAVALLOL","BUENOS AIRES","Masculino","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-13","2000-08-09",1273,"MORENO Nº 4","Buenos Aires","Nacional","2000","","FURGON VID C/ASIENTO","37","RENAULT","EF","KANGOO RL EXPRESS DIE DA","1","Privado","Física","TRUJUI","BUENOS AIRES","Femenino","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-16","2008-01-28",1231,"TRES DE FEBRERO Nº 5","Buenos Aires","Nacional","2008","","RURAL 5 PTAS","53","VOLKSWAGEN","LT","SURAN SDI","1","Privado","Física","LOMA HERMOSA","BUENOS AIRES","Femenino","1954","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-09","2009-10-20",1243,"BERAZATEGUI Nº 4","Buenos Aires","Nacional","2009","","FURGON VIDRIADO C/ASIENTOS","37","RENAULT","VV","KANGOO CONFORT 1.6 CD SVT 1PL 600KG","1","Privado","Física","EL PATO","BUENOS AIRES","Masculino","1986","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-16","2011-07-07",1316,"JOSE C. PAZ Nº 3","Buenos Aires","Nacional","2011","","FURGON VIDRIADO C/ASIENTOS","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","JOSÉ C. PAZ","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-12","1989-01-06",2034,"CAPITAL FEDERAL Nº 034","Ciudad Autónoma de Bs.As.","Nacional","1989","","BERLINA 5 PUERTAS","37","RENAULT","26","RENAULT 11 TS","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1978","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-30","1999-03-11",2062,"CAPITAL FEDERAL Nº 062","Ciudad Autónoma de Bs.As.","Nacional","1999","","S.WAGON","08","CHEVROLET","66","CORSA WAGON 5 PTAS GLS 1","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1988","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-22","1999-04-15",1308,"MERLO Nº 4","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","51","CORSA 4 PUERTAS GL/1999","1","Privado","Física","MARIANO ACOSTA","BUENOS AIRES","Masculino","1993","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-08","2009-01-30",21068,"ROSARIO Nº 17","Santa Fe","Nacional","2009","","SEMIRREMOLQUE 3EJ1+2","BT","LUIS IGLESIAS","06","PLAYO","1","Privado","Física","IBARLUCEA","SANTA FE","No identificado","1970","No identificado",100,"82",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-23","2005-07-20",1310,"LA PLATA Nº 17","Buenos Aires","Nacional","2005","","FOURGON COURT TYPE 600","07","CITROEN","39","BERLINGO FURGON 1.9D PLC","1","Privado","Física","MELCHOR ROMERO","BUENOS AIRES","Masculino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-08","2005-06-23",2025,"CAPITAL FEDERAL Nº 025","Ciudad Autónoma de Bs.As.","Nacional","2005","","FOURGON COURT TYPE","07","CITROEN","39","BERLINGO FURGON 1.9 D PLC","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1949","ARGENTINA",100,"02","ARG"
"COMUNICACIÓN DE RECUPERO","2021-04-27","2007-06-15",2036,"CAPITAL FEDERAL Nº 036","Ciudad Autónoma de Bs.As.","Nacional","2007","","FOURGON COURT TYPE 600","07","CITROEN","39","BERLINGO FURGON 1.9D PLC","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1993","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-27","2008-05-14",8019,"GUALEGUAYCHU Nº 2","Entre Ríos","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","IBICUY","ENTRE RIOS","Masculino","1988","ARGENTINA",100,"30","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-05","2000-07-20",2029,"CAPITAL FEDERAL Nº 029","Ciudad Autónoma de Bs.As.","Nacional","2000","","RURAL 3 PUERTAS","34","PEUGEOT","AF","PARTNER BRKN","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1970","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-13","2001-10-16",4082,"VILLA ALLENDE Nº 2","Córdoba","Nacional","2001","","FURGON 4P","34","PEUGEOT","10","PARFUD8PLDA","1","Privado","Física","SALDÁN","CORDOBA","Femenino","1970","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-06","2004-07-21",2023,"CAPITAL FEDERAL Nº 023","Ciudad Autónoma de Bs.As.","Nacional","2004","","FOURGON COURT T. 600","07","CITROEN","19","BERLINGO FURGON 1.9D PACK","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1999","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-26","2008-02-15",13030,"MENDOZA Nº 18","Mendoza","Protocolo 21","2008","","PICK UP C/D","102","NISSAN","824","FRONTIER 4X4SE 2.8 TDI ELECTRONIC","1","Privado","Física","RODEO DE LA CRUZ","MENDOZA","Masculino","1985","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-12","2010-02-11",21050,"ROSARIO Nº 12","Santa Fe","Nacional","2010","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1992","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-16","2007-03-12",2016,"CAPITAL FEDERAL Nº 016","Ciudad Autónoma de Bs.As.","Protocolo 21","2007","","PICK-UP CABINA DOBLE","093","MITSUBISHI","824","L200 OUTDOOR HPE","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1965","URUGUAY",100,"02","URY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-15","1994-06-09",2069,"CAPITAL FEDERAL Nº 069","Ciudad Autónoma de Bs.As.","Importado","1994","","RURAL","047","FORD","003","ESCORT LX 4DOOR WAGON","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1946","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-20","2008-08-13",21044,"ROSARIO Nº 09","Santa Fe","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON  D  PLC CONFORT","1","Privado","Física","ROSARIO","SANTA FE","No identificado","1984","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-21","2001-01-22",21056,"ROSARIO Nº 13","Santa Fe","Nacional","2001","","FAMILIAR","07","CITROEN","03","FAM N PLC","1","Privado","Física","GRANADERO BAIGORRIA","SANTA FE","Masculino","1982","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-06","1999-11-11",2102,"CAPITAL FEDERAL Nº 102","Ciudad Autónoma de Bs.As.","Nacional","1999","","BERLINA 3 PUERTAS","37","RENAULT","DT","CLIO RN 3 PTAS. AA DA","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1962","ARGENTINA",100,"02","ARG"
"COMUNICACIÓN DE RECUPERO","2021-04-12","2007-08-15",4031,"SANTA ROSA DEL RIO 1","Córdoba","Nacional","2007","","SEMIRREMOLQUE BATEA","AS","PETINARI","30","SEM B 3 E","1","Privado","Física","RÍO PRIMERO","CORDOBA","Masculino","1996","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-21","2006-09-28",2039,"CAPITAL FEDERAL Nº 039","Ciudad Autónoma de Bs.As.","Importado","2004","","CONVERTIBLE","092","MERCEDES BENZ","796","CLK 55 AMG","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1946","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-23","2000-09-08",4067,"ALTA GRACIA Nº 2","Córdoba","Nacional","2000","","BERLINA 5 PTAS","37","RENAULT","EZ","MEGANE RXE BIC ABS F2","1","Privado","Física","MALAGUEÑO","CORDOBA","No identificado","1984","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-14","2001-08-23",4067,"ALTA GRACIA Nº 2","Córdoba","Nacional","2001","","SEDAN","08","CHEVROLET","77","CORSA 3 PTAS WIND1.6 MPFI","1","Privado","Física","BOUWER","CORDOBA","Masculino","1974","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-06","2008-04-15",19007,"SAN LUIS Nº 2","San Luis","Nacional","2008","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","SAN LUIS","SAN LUIS","Masculino","1993","ARGENTINA",100,"74","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-27","2013-10-15",1176,"SAN ISIDRO Nº 05","Buenos Aires","Nacional","2013","99","FURGON VIDRIADO CON ASIENTOS","37","RENAULT","VD","KANGOO CONFORT 1.6 5A CD DA CA SVT","1","Privado","Física","BOULOGNE","BUENOS AIRES","No identificado","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-09","2010-07-08",1281,"BERISSO Nº 2","Buenos Aires","Nacional","2010","99","FURGON VIDRIADO C/ASIENTOS","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","BERISSO","BUENOS AIRES","Femenino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-09","2007-12-18",1273,"MORENO Nº 4","Buenos Aires","Nacional","2007","99","FURGON VIDRIADO C/ASIENTOS","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","REJA GRANDE","BUENOS AIRES","Femenino","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-27","2011-07-28",2032,"CAPITAL FEDERAL Nº 032","Ciudad Autónoma de Bs.As.","Nacional","2011","99","FURGON VIDRIADO CON ASIENTOS","29","MERCEDES BENZ","CH","SPRINTER 313 CDI/355O MIXTO4+1","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2009","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-09","2019-09-13",2087,"CAPITAL FEDERAL Nº 087","Ciudad Autónoma de Bs.As.","Nacional","2019","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","BY","530S36T AT","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1986","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-14","2015-07-23",17002,"METAN","Salta","Nacional","2015","93","CHASIS CON CABINA DORMITORIO","29","MERCEDES BENZ","EK","BMO 695 VERSION ATRON 1634 51","1","Privado","Física","EL TALA","SALTA","Masculino","1976","ARGENTINA",100,"66","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-05","2018-07-10",1011,"BARADERO","Buenos Aires","Protocolo 21","2018","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","452","G360 A4X2","1","Privado","Física","BARADERO","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-12","2012-07-23",1007,"AZUL Nº 1","Buenos Aires","Protocolo 21","2012","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","967","ATEGO 1725 S","1","Privado","Física","AZUL","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-12","2012-04-25",1254,"CHIVILCOY Nº 2","Buenos Aires","Protocolo 21","2012","91","CHASIS C/ CABINA DOR","092","MERCEDES BENZ","896","ATEGO 1725","1","Privado","Jurídica","CHIVILCOY","BUENOS AIRES","No aplica","2012","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-27","2008-01-28",1194,"AVELLANEDA Nº 5","Buenos Aires","Nacional","2008","90","MINIBUS","29","MERCEDES BENZ","BP","SPRINTER 413 CDI/C 4025","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-29","2020-10-19",1096,"TIGRE Nº 1","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","112","RENAULT","A25","DUSTER OROCH PRIVILEGE 2.0","1","Privado","Física","DON TORCUATO","BUENOS AIRES","Femenino","1945","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-28","2017-10-06",1227,"LA MATANZA Nº 10","Buenos Aires","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","112","RENAULT","A40","DUSTER OROCH OUTSIDER 1.6","1","Privado","Física","VIRREY DEL PINO","BUENOS AIRES","Masculino","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-08","2017-03-03",1025,"CHASCOMUS","Buenos Aires","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","024","CHEVROLET","682","S10 CD 2.8 TD 4X4 HC AT","1","Privado","Física","CHASCOMUS","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-22","2015-07-20",1084,"SAN ANTONIO DE ARECO","Buenos Aires","Protocolo 21","2015","82","PICK-UP CABINA DOBLE","044","FIAT","714","STRADA ADVENTURE 1.6","1","Privado","Física","SAN A. DE ARECO","BUENOS AIRES","Femenino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-14","2017-11-28",1257,"MORENO Nº 3","Buenos Aires","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","112","RENAULT","A25","DUSTER OROCH PRIVILEGE 2.0","1","Privado","Física","MORENO","BUENOS AIRES","Femenino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-20","2016-07-20",1257,"MORENO Nº 3","Buenos Aires","Importado","2016","82","PICK-UP CABINA DOBLE","102","NISSAN","688","NP300 FRONTIER LE 4X2 DIESEL","1","Privado","Jurídica","MORENO","BUENOS AIRES","No aplica","2011","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-04-13","2011-02-18",1120,"LA MATANZA Nº 03","Buenos Aires","Protocolo 21","2011","82","PICK-UP CABINA DOBLE","093","MITSUBISHI","528","L200 TRITON HPE 3.2 CR","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
