"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-26","1997-04-14",1307,"LANUS Nº 10","Buenos Aires","Nacional","1997","","BERLINA 3 PTAS.","37","RENAULT","CA","CLIO RL 3 PTAS.","1","Privado","Física","LANUS","BUENOS AIRES","No identificado","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-15","1993-01-11",1300,"SAN MARTIN Nº 9","Buenos Aires","Nacional","1993","","SEDAN 5 PUERTAS","19","FORD","40","ESCORT LX","1","Privado","Física","SAN MARTIN","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-02","2004-01-22",1294,"LA PLATA Nº 16","Buenos Aires","Nacional","2004","","FURGON VIDRIADO C/AS","37","RENAULT","KJ","KANGOO RL EXPRESS DIE 1PCL","1","Privado","Física","LA PLATA","BUENOS AIRES","No identificado","1966","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-02","2000-08-10",1294,"LA PLATA Nº 16","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","63","CORSA 4PTAS. GLS 1.7 D","1","Privado","Física","LISANDRO OLMOS","BUENOS AIRES","Masculino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-06","2011-01-10",1247,"GENERAL RODRIGUEZ Nº 2","Buenos Aires","Nacional","2011","","FURGON 800","34","PEUGEOT","KF","PARTNER PRESENCE PLC 1.6 HDI","1","Privado","Física","GRAL RODRIGUEZ","BUENOS AIRES","No identificado","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-29","1999-07-22",1273,"MORENO Nº 4","Buenos Aires","Nacional","1999","","BERLINA 5 PTAS","37","RENAULT","BC","CLIO RT 5PTAS.AA.DA.","1","Privado","Física","MORENO","BUENOS AIRES","Femenino","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-22","2007-01-03",1168,"MORON Nº 06","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","EL PALOMAR","BUENOS AIRES","Femenino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-02","2001-03-13",1252,"QUILMES Nº 5 (EX 9)","Buenos Aires","Importado","2001","","FURGON VIDRIADO","044","FIAT","504","DUCATO 15 1.9D","1","Privado","Física","QUILMES","BUENOS AIRES","No identificado","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-06","2007-04-10",1189,"FLORENCIO VARELA Nº 2","Buenos Aires","Nacional","2007","","FURGON COURT TYPE 60","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","No identificado","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-02","2006-08-15",2043,"CAPITAL FEDERAL Nº 043","Ciudad Autónoma de Bs.As.","Nacional","2006","","FOURGON C.TYPE 600","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1988","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-15","1997-04-09",1178,"LA MATANZA Nº 08","Buenos Aires","Nacional","1997","","COMBI 3550","29","MERCEDES BENZ","93","SPRINTER310D/C3550","1","Privado","Física","LOMAS DEL MIRADOR","BUENOS AIRES","Femenino","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-20","2006-07-03",4001,"ALTA GRACIA Nº 1","Córdoba","Nacional","2006","","FURGON COURT TYPE 60","07","CITROEN","39","BERLINGO FURGON 1.9D PLC","1","Privado","Física","TOLEDO","CORDOBA","Femenino","1970","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-27","2001-01-02",1195,"TIGRE Nº 3","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","52","CORSA 4 PUERTAS GL A/A Y D/P","1","Privado","Física","SAN ISIDRO","BUENOS AIRES","Masculino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-05","2000-10-13",2059,"CAPITAL FEDERAL Nº 059","Ciudad Autónoma de Bs.As.","Nacional","2000","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 MPFI","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1981","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-20","1993-11-01",2068,"CAPITAL FEDERAL Nº 068","Ciudad Autónoma de Bs.As.","Nacional","1993","","FURGON VIDRIADO","37","RENAULT","34","RENAULT TRAFIC","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1968","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-14","1999-07-22",2066,"CAPITAL FEDERAL Nº 066","Ciudad Autónoma de Bs.As.","Nacional","1999","","BERLINA 3 PUERTAS","37","RENAULT","DT","CLIO RN 3 PTS PACK AA DA","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1993","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-23","1998-09-25",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","67","CORSA 4P GL 1.7 DIESEL C/","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-02","1998-03-24",1147,"LOMAS DE ZAMORA Nº 3","Buenos Aires","Nacional","1998","","BERLINA 3TAS.AA","37","RENAULT","CB","CLIO RL 3PTAS.AA","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1954","BOLIVIA",100,"06","BOL"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-01","2000-01-03",1058,"MAR DEL PLATA Nº 01","Buenos Aires","Nacional","2000","","3 PTAS","08","CHEVROLET","77","CORSA 3 DOOR WIND 1.6 MPFI","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Femenino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-19","2001-11-09",1156,"HURLINGHAM Nº 1 (EX. MORON Nº 4)","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","79","CORSA WIND 1.6 MPFI  5P","1","Privado","Física","HURLINGHAM","BUENOS AIRES","Masculino","1989","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-08","1998-04-02",1146,"MERLO Nº 2","Buenos Aires","Importado","1998","","FURGON VIDR.C/ASIENT","047","FORD","132","TRANSIT 120-S","1","Privado","Física","MERLO","BUENOS AIRES","No identificado","1999","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-06","1996-09-26",1144,"QUILMES Nº 3","Buenos Aires","Nacional","1996","","BERLINA","37","RENAULT","BB","CLIO RT 5 PTAS","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-15","2000-05-17",1134,"LANUS Nº 3","Buenos Aires","Nacional","2000","","RURAL","08","CHEVROLET","56","CORSA WAGON GLS 16V","1","Privado","Física","LANUS ESTE","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-29","1999-09-22",1131,"CAPILLA DEL SEÑOR","Buenos Aires","Nacional","1999","","BERLINA 4 PUERTAS","37","RENAULT","CH","MEGANE RXE ABCP ABS","1","Privado","Física","LOS CARDALES","BUENOS AIRES","Femenino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-02","2000-06-08",1090,"SAN MIGUEL Nº 1","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","5S","CORSA WIND 1.7 DIESEL - 3P","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Femenino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-29","2000-05-26",21044,"ROSARIO Nº 09","Santa Fe","Nacional","2000","","SEDAN","08","CHEVROLET","67","CORSA 4 PTAS GL 1.7 DIESEL A","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1981","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-20","1998-09-29",21056,"ROSARIO Nº 13","Santa Fe","Nacional","1998","","SEDAN 5 PUERTAS","37","RENAULT","DR","CLIO RL DIESEL 5P AA/DA","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1996","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-16","2009-01-14",1152,"LA MATANZA Nº 04","Buenos Aires","Protocolo 21","2009","","FURGON VIDRIADO C/ ASIENTOS","112","RENAULT","564","MASTER DCI 120 MEDIO","1","Privado","Física","I.CASANOVA","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-07","1999-06-16",1088,"SAN MARTIN Nº 1","Buenos Aires","Nacional","1999","","FURGON VIDRIADO","37","RENAULT","EF","KANGOO RL EXPRESS DIE DA/1999","1","Privado","Física","VILLA ZAGALA","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-15","2000-09-22",1104,"BERAZATEGUI Nº 1","Buenos Aires","Importado","2000","","FURGON VIDRIADO C/AS","024","CHEVROLET","302","CORSA COMBO 1.7","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Masculino","1951","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-23","1992-06-24",1178,"LA MATANZA Nº 08","Buenos Aires","Nacional","1992","99","CHASIS C/ CABINA","29","MERCEDES BENZ","36","OF 1214/45 FV","1","Privado","Física","LOMAS DEL MIRADOR","BUENOS AIRES","Masculino","1926","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-01","2012-04-25",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","2012","99","FURGON VIDRIADO C/ ASIENTOS","37","RENAULT","VW","KANGOO CONFORT 1.6 CD AA DA SVT1PL(600KG","1","Privado","Física","MUÑIZ","BUENOS AIRES","Femenino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-19","1994-04-11",1150,"AVELLANEDA Nº 3","Buenos Aires","Nacional","1994","99","TRACTOR DE CARRETERA","17","FIAT","56","150 N","1","Privado","Física","SARANDI","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-21","2014-10-30",1255,"LOMAS DE ZAMORA Nº 8","Buenos Aires","Nacional","2014","94","TRACTOR C/ CABINA DORMITORIO","29","MERCEDES BENZ","EP","BMO 695 VERSION ATRON 1634 S 45","1","Privado","Jurídica","TEMPERLEY","BUENOS AIRES","No aplica","2016","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-12","2018-03-08",19005,"VILLA MERCEDES Nº 1","San Luis","Nacional","2018","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","CN","600S44TLA15","1","Privado","Jurídica","JUSTO DARACT","SAN LUIS","No aplica","2017","No aplica",100,"74",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-20","2015-01-08",1181,"TRES DE FEBRERO Nº 4","Buenos Aires","Nacional","2015","93","CHASIS CON CABINA DORMITORIO","29","MERCEDES BENZ","EM","BMO 695 VERSION ATRON 1624 51","1","Privado","Jurídica","VILLA BOSCH","BUENOS AIRES","No aplica","2007","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-28","2012-11-22",2072,"CAPITAL FEDERAL Nº 072","Ciudad Autónoma de Bs.As.","Protocolo 21","2012","91","CHASIS C/CABINA DORMITORIO","137","VOLVO","440","VM260 6X2 R","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2010","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-08","2014-02-26",2089,"CAPITAL FEDERAL Nº 089","Ciudad Autónoma de Bs.As.","Protocolo 21","2014","91","CHASIS C/CABINA DORMITORIO","136","VOLKSWAGEN","384","19.320 E","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1994","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-30","2013-02-28",2081,"CAPITAL FEDERAL Nº 081","Ciudad Autónoma de Bs.As.","Protocolo 21","2013","91","CHASIS C/CABINA DORMITORIO","092","MERCEDES BENZ","896","ATEGO 1725","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2012","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-27","2018-04-25",1159,"TRES ARROYOS Nº 2","Buenos Aires","Protocolo 21","2018","91","CHASIS C/CABINA DORMITORIO","120","SCANIA","566","R400 B4X2","1","Privado","Jurídica","TRES ARROYOS","BUENOS AIRES","No aplica","2002","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-14","2004-07-05",2063,"CAPITAL FEDERAL Nº 063","Ciudad Autónoma de Bs.As.","Nacional","2004","90","MINIBUS","29","MERCEDES BENZ","BP","SPRINTER 413 CDI/C 4025","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1977","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-14","2011-08-01",1146,"MERLO Nº 2","Buenos Aires","Nacional","2011","90","MINIBUS","29","MERCEDES BENZ","BP","SPRINTER 413 CDI/C 4025","2","Público","Jurídica","PONTEVEDRA - MERLO","BUENOS AIRES","No aplica","2001","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-23","2017-09-07",1226,"LA MATANZA Nº 09","Buenos Aires","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","024","CHEVROLET","579","S10 2.8TD 4X2 LS","1","Privado","Física","GONZALEZ CATAN","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-02","2011-02-04",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Protocolo 21","2011","82","PICK-UP CABINA DOBLE","093","MITSUBISHI","528","L200 TRITON HPE 3.2 CR","1","Privado","Física","JOSE C.PAZ","BUENOS AIRES","Femenino","1952","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-14","2017-02-13",1307,"LANUS Nº 10","Buenos Aires","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","024","CHEVROLET","682","S10 CD 2.8 TD 4X4 HC AT","1","Privado","Física","REMEDIOS DE ESCALADA","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-13","2017-11-30",1239,"QUILMES Nº 8","Buenos Aires","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","044","FIAT","843","TORO FREEDOM 2.0 16V 4X2","1","Privado","Física","QUILMES","BUENOS AIRES","No identificado","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-28","2017-11-08",4042,"CORDOBA Nº 10","Córdoba","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","044","FIAT","843","TORO FREEDOM 2.0 16V 4X2","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1973","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-30","2010-08-03",1211,"QUILMES Nº 6","Buenos Aires","Importado","2010","82","PICK-UP CABINA DOBLE","102","NISSAN","580","FRONTIER LE 4WD 6MT LUXE","1","Privado","Física","QUILMES OESTE","BUENOS AIRES","No identificado","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-28","2019-11-08",1311,"LA MATANZA Nº 14","Buenos Aires","Protocolo 21","2019","82","PICK-UP CABINA DOBLE","024","CHEVROLET","579","S10 2.8TD 4X2 LS","1","Privado","Física","VIRREY DEL PINO","BUENOS AIRES","Masculino","1968","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-07","2019-05-30",1175,"LANUS Nº 5","Buenos Aires","Protocolo 21","2019","82","PICK-UP CABINA DOBLE","024","CHEVROLET","678","S10 CD 2.8 TD 4X2 HC","1","Privado","Física","LANÚS OESTE","BUENOS AIRES","Masculino","1953","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-26","2016-10-14",1319,"LA MATANZA Nº 15","Buenos Aires","Protocolo 21","2016","82","PICK-UP CABINA DOBLE","024","CHEVROLET","579","S10 2.8TD 4X2 LS","1","Privado","Física","GONZALEZ CATAN","BUENOS AIRES","Masculino","1977","BOLIVIA",100,"06","BOL"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-08","2012-05-15",2060,"CAPITAL FEDERAL Nº 060","Ciudad Autónoma de Bs.As.","Protocolo 21","2012","82","PICK-UP CABINA DOBLE","024","CHEVROLET","487","S10 2.8TDI STD 4X2 ELECTRONIC","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1950","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-06","2016-04-25",1177,"LOMAS DE ZAMORA Nº 6","Buenos Aires","Protocolo 21","2016","82","PICK-UP CABINA DOBLE","112","RENAULT","A31","DUSTER OROCH DYNAMIQUE 1.6","1","Privado","Física","TEMPERLEY","BUENOS AIRES","Masculino","1939","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-20","2014-10-01",4008,"CORDOBA Nº 04","Córdoba","Protocolo 21","2014","82","PICK-UP CABINA DOBLE","044","FIAT","787","STRADA WORKING 1.4 8V","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1971","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-05","2011-01-05",1196,"LA PLATA Nº 08","Buenos Aires","Importado","2011","82","PICK-UP CABINA DOBLE","102","NISSAN","582","FRONTIER LE 4WD 6MT","1","Privado","Física","LOS HORNOS","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-02","2019-02-25",1210,"ESTEBAN ECHEVERRIA Nº 3","Buenos Aires","Protocolo 21","2019","82","PICK-UP CABINA DOBLE","112","RENAULT","A31","DUSTER OROCH DYNAMIQUE 1.6","1","Privado","Física","9 DE ABRIL","BUENOS AIRES","Femenino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-29","2008-10-07",1226,"LA MATANZA Nº 09","Buenos Aires","Protocolo 21","2008","82","PICK-UP CABINA DOBLE","024","CHEVROLET","487","S10 2.8TDI STD 4X2 ELECTRONIC","1","Privado","Física","GONZÁLEZ CATÁN","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-19","2010-11-24",15012,"CENTENARIO Nº 2","Neuquén","Protocolo 21","2010","82","PICK-UP CABINA DOBLE","024","CHEVROLET","487","S10 2.8TDI STD 4X2 ELECTRONIC","1","Privado","Física","CENTENARIO","NEUQUEN","Masculino","1997","ARGENTINA",100,"58","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-01","2020-07-16",1147,"LOMAS DE ZAMORA Nº 3","Buenos Aires","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","902","TORO FREEDOM 1.8 16V 4X2 AT6","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1983","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-14","2017-10-27",1131,"CAPILLA DEL SEÑOR","Buenos Aires","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","044","FIAT","843","TORO FREEDOM 2.0 16V 4X2","1","Privado","Física","CAPILLA DEL SEÑOR","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-08","2015-07-16",1113,"SAN VICENTE","Buenos Aires","Protocolo 21","2015","82","PICK-UP CABINA DOBLE","024","CHEVROLET","579","S10 2.8TD 4X2 LS","1","Privado","Física","SAN VICENTE","BUENOS AIRES","Masculino","1959","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-07-13","2017-05-04",1115,"MORON Nº 01","Buenos Aires","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","112","RENAULT","A31","DUSTER OROCH DYNAMIQUE 1.6","1","Privado","Física","MORÓN","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
