"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-13","2004-02-19",1224,"MERLO Nº 3","Buenos Aires","Nacional","2004","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON DPLC CONFORT","1","Privado","Física","S.A.DE PADUA","BUENOS AIRES","Masculino","1961","URUGUAY",100,"06","URY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-06","1998-11-26",1161,"ESTEBAN ECHEVERRIA Nº 2","Buenos Aires","Nacional","1998","","SEDAN 5 PTAS","34","PEUGEOT","74","306 XR 8V 5P","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","No identificado","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-03","2001-07-31",1226,"LA MATANZA Nº 09","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","63","CORSA 4 PTAS. GLS 1.7D","1","Privado","Física","GONZÁLEZ CATÁN","BUENOS AIRES","Femenino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-01","1999-10-29",1074,"PILAR Nº 1","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","53","CORSA 4PTAS GLS 16V","1","Privado","Física","VILLA VERDE","BUENOS AIRES","No identificado","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-14","2005-09-01",1171,"ESCOBAR Nº 1","Buenos Aires","Protocolo 21","2005","","CAMION CON CAJA ABIERTA","092","MERCEDES BENZ","265","L-1620","1","Privado","Física","MATHEU","BUENOS AIRES","No identificado","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-14","1998-12-21",1227,"LA MATANZA Nº 10","Buenos Aires","Nacional","1998","","BERLINA 4 PTAS","37","RENAULT","CK","MEGANE RT TRIC 2.0","1","Privado","Física","LAFERRERE-LA MATANZA","BUENOS AIRES","No identificado","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-28","1994-01-19",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1994","","FURGON VIDRIADO","37","RENAULT","37","RENAULT TRAFIC","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","No identificado","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-28","1999-04-21",1271,"JOSE C. PAZ Nº 2","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","63","CORSA 4 PTAS.GLS 1.7 D","1","Privado","Física","JOSÉ C. PAZ","BUENOS AIRES","Masculino","2003","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-13","2000-05-04",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Nacional","2000","","RURAL 3 PTAS","34","PEUGEOT","AF","PARTNER BRKN","1","Privado","Física","J.INGENIEROS","BUENOS AIRES","Masculino","1949","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-10","2005-03-10",1269,"LA MATANZA Nº 12","Buenos Aires","Nacional","2005","","FOURGON COURT TYPE 600","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","CIUDAD EVITA","BUENOS AIRES","Femenino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-28","1989-03-07",1261,"MARCOS PAZ","Buenos Aires","Nacional","1989","","BERLINA 5 PTAS.","37","RENAULT","20","11 TS","1","Privado","Física","MARCOS PAZ","BUENOS AIRES","Femenino","1993","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-20","2007-08-06",1115,"MORON Nº 01","Buenos Aires","Nacional","2007","","FURGON COURT TYPE 600","07","CITROEN","39","BERLINGO FURGON 1.9D PLC","1","Privado","Física","MORON","BUENOS AIRES","Masculino","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-14","2007-12-17",1288,"MORENO Nº 5","Buenos Aires","Nacional","2007","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","PASO DEL REY","BUENOS AIRES","Masculino","1947","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-23","1997-01-07",1285,"ESTEBAN ECHEVERRIA Nº 4","Buenos Aires","Nacional","1997","","FURGON 3000","29","MERCEDES BENZ","90","SPRINTER310D/F3000","1","Privado","Física","SALSIPUEDES","BUENOS AIRES","Masculino","1993","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-27","2010-12-16",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Nacional","2010","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6  HDI","1","Privado","Física","VILLA CLARA","BUENOS AIRES","Femenino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-23","2009-10-01",1045,"LA PLATA Nº 03","Buenos Aires","Nacional","2009","","FURGON VIDRI C/ASIEN","07","CITROEN","43","BERLINGO FURGON 1.9D FULL","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-17","2004-05-26",1135,"LANUS Nº 4","Buenos Aires","Nacional","2004","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Masculino","1957","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-30","2008-11-07",1113,"SAN VICENTE","Buenos Aires","Nacional","2008","","FOURGON COURT TYPE 600","07","CITROEN","42","BERLINGO FURGON 1.4 I PLC","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-13","1998-04-22",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Importado","1998","","FURGON VIDRIADO CON ASIENTOS","044","FIAT","220","DUCATO 2.5D P.M. 14","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","Masculino","1959","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-17","2001-08-30",1113,"SAN VICENTE","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 MPFI","1","Privado","Física","GUERNICA","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-22","1996-10-09",1131,"CAPILLA DEL SEÑOR","Buenos Aires","Nacional","1996","","BERLINA 3PT. AA","37","RENAULT","BD","CLIO RN 3 PTAS. AA","1","Privado","Física","","BUENOS AIRES","Femenino","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-22","2001-05-18",1257,"MORENO Nº 3","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","75","CORSA 4P GL SUPER 1.6L","1","Privado","Física","MORENO","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-23","1999-08-27",2080,"CAPITAL FEDERAL Nº 080","Ciudad Autónoma de Bs.As.","Nacional","1999","","SEDAN","08","CHEVROLET","51","CORSA 4 PUERTAS GL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1965","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-20","1993-12-07",2066,"CAPITAL FEDERAL Nº 066","Ciudad Autónoma de Bs.As.","Nacional","1993","","BERLINA 5 PTAS","37","RENAULT","90","RENAULT 19 RN -BIC-","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1956","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-16","2000-05-18",2002,"CAPITAL FEDERAL Nº 002","Ciudad Autónoma de Bs.As.","Protocolo 21","2000","","CHASIS CON CABINA","092","MERCEDES BENZ","285","LO-814","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2005","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-07","2008-02-15",13034,"GODOY CRUZ","Mendoza","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","GODOY CRUZ","MENDOZA","Femenino","1972","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-06","2010-03-10",1309,"MERLO Nº 5","Buenos Aires","Nacional","2010","","RURAL 5 PUERTAS","37","RENAULT","UT","KANGOO GRAND CONFORT 1.5 DCI 2P","1","Privado","Física","LIBERTAD","BUENOS AIRES","Femenino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-10","2005-11-22",2004,"CAPITAL FEDERAL Nº 004","Ciudad Autónoma de Bs.As.","Nacional","2005","","FURGON 600","34","PEUGEOT","DP","PARTNER FURGON 1.4 N CONFORT","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1952","URUGUAY",100,"02","URY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-22","1999-01-04",1305,"HURLINGHAM Nº 3","Buenos Aires","Nacional","1999","","S.WAGON","08","CHEVROLET","56","CORSA WAGON GLS 1.6 MPFI","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Femenino","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-09","2012-03-15",2065,"CAPITAL FEDERAL Nº 065","Ciudad Autónoma de Bs.As.","Protocolo 21","2012","","FURGON VIDRIADO CON ASIENTOS","112","RENAULT","137","MASTER PH3 DCI 120 L1H1 PKCNF","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1972","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-21","1993-11-24",13011,"MENDOZA Nº 05","Mendoza","Importado","1993","","RURAL","044","FIAT","272","DUNA WE NAFTA 1.6","1","Privado","Física","GODOY CRUZ","MENDOZA","Masculino","1992","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-09","1999-12-13",1316,"JOSE C. PAZ Nº 3","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","57","CORSA 4 PTAS WIND 1.6 LTS","1","Privado","Física","J.C.PAZ","BUENOS AIRES","No identificado","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-09","2001-01-04",2010,"CAPITAL FEDERAL Nº 010","Ciudad Autónoma de Bs.As.","Nacional","2001","","RURAL 3 PUERTAS","34","PEUGEOT","03","PARPADDAA","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1953","PARAGUAY",100,"02","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-16","1996-11-29",13014,"MENDOZA Nº 08","Mendoza","Nacional","1996","","BERLINA 4 PTAS","37","RENAULT","AY","RENAULT 19 RL (TRI)","1","Privado","Física","GOBERNADOR BENEGAS","MENDOZA","Masculino","1987","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-23","1997-09-29",13014,"MENDOZA Nº 08","Mendoza","Nacional","1997","","BERLINA 5 PUERTAS","37","RENAULT","BU","CLIO RN 5 PTAS.","1","Privado","Física","PERDRIEL","MENDOZA","Femenino","1974","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-17","2008-01-09",13022,"GENERAL SAN MARTIN Nº 3","Mendoza","Importado","2008","","PICK-UP CABINA DOBLE","158","DODGE","821","RAM2500 LARAMIE 4X4TD HEAVY DUTY","1","Privado","Física","RODRIGUEZ PEÑA","MENDOZA","Masculino","1974","BOLIVIA",100,"50","BOL"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-03","1994-02-11",4007,"CORDOBA Nº 03","Córdoba","Importado","1994","","SEDAN","044","FIAT","086","UNO 70 S","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1994","VENEZUELA",100,"14","VEN"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-03","1994-06-01",4001,"ALTA GRACIA Nº 1","Córdoba","Protocolo 21","1994","","SEDA 4 PUERTAS Y 1 T","999","DAEWOO","999","TICO PM","1","Privado","Física","ALTA GRACIA","CORDOBA","No identificado","1984","ARGENTINA",50,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-30","2013-09-24",1127,"LA PLATA Nº 05","Buenos Aires","Nacional","2013","99","FURGON VIDRIADO C/ ASIENTOS","34","PEUGEOT","KE","PARTNER CONFORT 1.4","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-07","2007-12-19",1065,"MORON Nº 02","Buenos Aires","Nacional","2007","99","FURGON VID C/ASIENTOS","37","RENAULT","TH","KANGOO EXP CONFORT 1.6","1","Privado","Física","MORÓN","BUENOS AIRES","Femenino","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-23","2006-03-01",1259,"SAN MARTIN Nº 8","Buenos Aires","Nacional","2006","99","FURGON VIDRIADO CON ASIENTOS","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","CIUDAD JARDÍN EL LIBERTADOR","BUENOS AIRES","Masculino","1999","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-22","2007-01-25",1149,"LA PLATA Nº 06","Buenos Aires","Nacional","2007","99","FURGÓN VIDRIADO C/ASIENTOS","07","CITROEN","29","BERLINGO FURGON 1.9 D FULL","1","Privado","Física","LOS HORNOS","BUENOS AIRES","Femenino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-29","2006-09-28",1273,"MORENO Nº 4","Buenos Aires","Nacional","2006","99","FURGON VIDRIADO C/ASIENTOS","34","PEUGEOT","DP","PARTNER FURGON 1.4 N CONFORT","1","Privado","Física","CUARTEL V","BUENOS AIRES","No identificado","1968","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-07","2012-10-03",2015,"CAPITAL FEDERAL Nº 015","Ciudad Autónoma de Bs.As.","Nacional","2012","99","FURGON VIDRIADO C/AS","37","RENAULT","UR","KANGOO CONFORT 1.5 DCI CD AA DA SVT 1P","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1965","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-03","2012-05-23",2011,"CAPITAL FEDERAL Nº 011","Ciudad Autónoma de Bs.As.","Nacional","2012","99","FURGON VIDRIADO C/ASI","37","RENAULT","VW","KANGOO CONFORT 1.6 CD AA DA SVT1PL (600K","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1980","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-02","1994-08-30",13028,"MENDOZA Nº 16","Mendoza","Importado","1994","99","SEDAN 4 PUERTAS","999","PEUGEOT","999","405 GL 1.9","1","Privado","Física","LAS HERAS","MENDOZA","Masculino","1976","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-01","2005-03-21",2011,"CAPITAL FEDERAL Nº 011","Ciudad Autónoma de Bs.As.","Nacional","2005","99","FURGON VIDRIADO","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1996","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-21","2018-08-15",1141,"TIGRE Nº 2","Buenos Aires","Nacional","2018","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","BU","170E28T MLL","1","Privado","Física","NORDELTA","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-03","2017-07-19",1062,"MERLO Nº 1","Buenos Aires","Nacional","2016","94","TRACTOR C/ CABINA DORMITORIO","29","MERCEDES BENZ","EP","BMO 695 VERSION ATRON 1634 S 45","1","Privado","Jurídica","MERLO","BUENOS AIRES","No aplica","2007","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-22","2016-11-24",1068,"OLAVARRIA Nº 1","Buenos Aires","Nacional","2016","94","TRACTOR C/ CABINA DORMITORIO","67","IVECO","BL","170E22T MLL","1","Privado","Física","OLAVARRIA","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-23","2018-05-21",2093,"CAPITAL FEDERAL Nº 093","Ciudad Autónoma de Bs.As.","Nacional","2018","93","CHASIS CON CABINA DORMITORIO","67","IVECO","DN","240E28NLM54","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1975","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-23","2017-03-23",1154,"LA MATANZA Nº 06","Buenos Aires","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","B51","ATEGO 1726 S","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-09","2011-11-07",1174,"LA MATANZA Nº 07","Buenos Aires","Protocolo 21","2011","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","759","LS-1634","1","Privado","Jurídica","LOMAS DEL MIRADOR - LA MATANZA","BUENOS AIRES","No aplica","1994","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-20","2018-03-05",2073,"CAPITAL FEDERAL Nº 073","Ciudad Autónoma de Bs.As.","Protocolo 21","2018","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","892","AXOR 1933 S","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2007","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-20","2017-01-12",1289,"QUILMES Nº 9","Buenos Aires","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","B45","AXOR 2036S","1","Privado","Jurídica","EZPELETA","BUENOS AIRES","No aplica","2006","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-27","2018-04-27",10005,"LIB.GRAL.SAN MARTIN","Jujuy","Protocolo 21","2018","92","TRACTOR C/CABINA DORMITORIO","120","SCANIA","547","R400 A4X2","1","Privado","Jurídica","LIBERTADOR GENERAL SAN MARTÍN","JUJUY","No aplica","2001","No aplica",100,"38",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-09","2013-03-13",1308,"MERLO Nº 4","Buenos Aires","Protocolo 21","2013","92","TRACTOR C/CABINA DOR","092","MERCEDES BENZ","759","LS-1634","1","Privado","Física","PONTEVEDRA","BUENOS AIRES","No identificado","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-16","2012-01-05",2088,"CAPITAL FEDERAL Nº 088","Ciudad Autónoma de Bs.As.","Protocolo 21","2011","92","TRACTOR C/CABINA DOR","092","MERCEDES BENZ","759","LS-1634","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2012","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-27","2004-06-23",1189,"FLORENCIO VARELA Nº 2","Buenos Aires","Nacional","2004","91","MIDIBUS","29","MERCEDES BENZ","AR","BMO 390 VERSION 1115L/46 CA","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","Masculino","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-15","2008-07-10",1090,"SAN MIGUEL Nº 1","Buenos Aires","Nacional","2008","90","MINIBUS","29","MERCEDES BENZ","BP","SPRINTER 413 CDI/C 4025","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","No identificado","1959","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-28","2013-03-27",1064,"MORENO Nº 1","Buenos Aires","Nacional","2013","90","MINIBUS (O MICROOMNIBUS)","29","MERCEDES BENZ","DJ","SPRINTER 415 CDI-C 3665 TE","1","Privado","Física","MORENO","BUENOS AIRES","Masculino","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-14","2019-12-20",2054,"CAPITAL FEDERAL Nº 054","Ciudad Autónoma de Bs.As.","Nacional","2019","90","MINIBUS (O MICROOMNIBUS)","29","MERCEDES BENZ","GP","SPRINTER 416 CDI MICROOMNIBUS 15+1 3665","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2010","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-12-07","2010-09-28",1177,"LOMAS DE ZAMORA Nº 6","Buenos Aires","Protocolo 21","2010","82","PICK-UP CABINA DOBLE","024","CHEVROLET","417","S10 2.8TDI LIMITED 4X4 ELECTR.CD","1","Privado","Física","LLAVALLOL","BUENOS AIRES","Masculino","1987","ARGENTINA",100,"06","ARG"
