"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-03","1999-08-17",2100,"CAPITAL FEDERAL Nº 100","Ciudad Autónoma de Bs.As.","Nacional","1999","","SEDAN","08","CHEVROLET","52","CORSA 4 PUERTAS GL A/A Y D/P","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1983","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-31","2008-02-05",2093,"CAPITAL FEDERAL Nº 093","Ciudad Autónoma de Bs.As.","Nacional","2008","","FURGON 600","34","PEUGEOT","GH","PARTNER FURGON 1.4 N PLC CONFORT","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1980","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-04","2008-05-21",2092,"CAPITAL FEDERAL Nº 092","Ciudad Autónoma de Bs.As.","Nacional","2008","","RURAL 5 PUERTAS","53","VOLKSWAGEN","LT","SURAN SDI   80D","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1962","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-09","1997-07-03",13025,"RIVADAVIA","Mendoza","Nacional","1997","","PICK-UP D.A.","37","RENAULT","BG","TRAFIC RODEO S/CAJA C/DA.","1","Privado","Física","RIVADAVIA","MENDOZA","Masculino","1970","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-30","2000-01-12",1074,"PILAR Nº 1","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","52","CORSA 4 PTAS GL A/A Y D/P","1","Privado","Física","PILAR","BUENOS AIRES","Femenino","1986","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-26","1997-10-28",1133,"SAN MIGUEL Nº 3","Buenos Aires","Nacional","1997","","FURGON VIDRIADO","37","RENAULT","37","TRAFIC CORTO DIESEL","1","Privado","Física","MUÑIZ","BUENOS AIRES","No identificado","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-04","1990-12-03",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","1990","","FURGON VIADRIADO","37","RENAULT","37","RENAULT TRAFIC","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-20","1992-11-11",1120,"LA MATANZA Nº 03","Buenos Aires","Nacional","1992","","BERLINA 5 PUERTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Masculino","1953","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-18","2007-07-17",1150,"AVELLANEDA Nº 3","Buenos Aires","Nacional","2007","","FURGON COURT TYPE 600","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","DOCK SUD","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-19","1999-09-04",1107,"LANUS Nº 2","Buenos Aires","Nacional","1999","","BERLINA 3 PTAS","37","RENAULT","CA","CLIO RL 3PTAS","1","Privado","Física","LANUS","BUENOS AIRES","Femenino","1999","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-25","2011-12-20",2028,"CAPITAL FEDERAL Nº 028","Ciudad Autónoma de Bs.As.","Nacional","2011","","TRACTOR DE CARRETERA","67","IVECO","83","490S41T","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2016","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-20","2009-10-28",1151,"AVELLANEDA Nº 4","Buenos Aires","Nacional","2009","","RURAL 5 PUERTAS","53","VOLKSWAGEN","MB","SURAN SDI 90B","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-17","1994-12-01",1107,"LANUS Nº 2","Buenos Aires","Nacional","1994","","FURGON VID C/ASIENTO","37","RENAULT","34","RENAULT TRAFIC","1","Privado","Física","LANUS ESTE","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-04","2009-05-28",1152,"LA MATANZA Nº 04","Buenos Aires","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","VILLA EDUARDO MADERO","BUENOS AIRES","Masculino","1952","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-21","1997-06-11",21059,"ROSARIO Nº 16","Santa Fe","Nacional","1997","","BERLINA 3TAS.AA","37","RENAULT","CB","CLIO RL 3PTAS. AA","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1987","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-23","1999-11-19",1152,"LA MATANZA Nº 04","Buenos Aires","Nacional","1999","","UNIDAD TRACTORA","51","SCANIA","90","P114 GA 4X2 NZ 330","1","Privado","Jurídica","CIUDAD EVITA","BUENOS AIRES","No aplica","2011","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-10","2000-01-28",1062,"MERLO Nº 1","Buenos Aires","Nacional","2000","","5 PTAS","08","CHEVROLET","80","CORSA GL 1.6 MPFI 5P (AA+DP)","1","Privado","Física","PONTEVEDRA","BUENOS AIRES","Femenino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-31","2001-10-12",1319,"LA MATANZA Nº 15","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","52","CORSA 4 PTAS GL AA Y DP","1","Privado","Física","LAFERRERE","BUENOS AIRES","No identificado","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-31","1997-07-16",1264,"ADROGUE Nº 5","Buenos Aires","Importado","1997","","FURGON VIDRIADO C/ASIENTOS","112","RENAULT","122","EXPRESS","1","Privado","Física","CLAYPOLE","BUENOS AIRES","Masculino","1948","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-02","1997-07-10",2011,"CAPITAL FEDERAL Nº 011","Ciudad Autónoma de Bs.As.","Importado","1997","","FURGONETA VIDR./C/ASIENTOS","044","FIAT","013","FIORINO 1.7 DIESEL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1980","ARGENTINA",50,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-26","2008-03-06",1305,"HURLINGHAM Nº 3","Buenos Aires","Nacional","2008","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Jurídica","V.TESEI","BUENOS AIRES","No aplica","2005","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-18","1999-11-10",1264,"ADROGUE Nº 5","Buenos Aires","Nacional","1999","","RURAL 4 PUERTAS","19","FORD","67","ESCORT RURAL LX 4 PTA.","1","Privado","Física","SAN JOSE","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-31","1994-12-12",1285,"ESTEBAN ECHEVERRIA Nº 4","Buenos Aires","Nacional","1994","","BERLINA 5 PTAS.","37","RENAULT","90","RENAULT 19 RN (BIC)","1","Privado","Física","EL JAGUEL","BUENOS AIRES","No identificado","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-30","2001-04-11",1216,"QUILMES Nº 7","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 MPFI","1","Privado","Física","EZPELETA","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-26","2008-07-22",1226,"LA MATANZA Nº 09","Buenos Aires","Nacional","2008","","RURAL 5 PUERTAS","53","VOLKSWAGEN","LR","SURAN SDI 80A","1","Privado","Física","GONZALEZ CATAN","BUENOS AIRES","No identificado","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-31","1997-03-24",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Nacional","1997","","BERLINA 4 PUERTAS","37","RENAULT","AJ","RENAULT 19 RN INYEC.(TRI)","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","No identificado","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-06","1988-02-25",1189,"FLORENCIO VARELA Nº 2","Buenos Aires","Nacional","1988","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","FCIO. VARELA","BUENOS AIRES","Masculino","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-04","2002-03-01",1237,"LOMAS DE ZAMORA Nº 7","Buenos Aires","Importado","1998","","MINIBUS","104","PEUGEOT","122","BOXER","1","Privado","Física","BANFIELD","BUENOS AIRES","Femenino","1968","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-09","1994-06-24",2012,"CAPITAL FEDERAL Nº 012","Ciudad Autónoma de Bs.As.","Nacional","1994","","BERLINA 5 PUERTAS","37","RENAULT","90","RENAULT 19 RN (BIC)","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1948","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-06","1993-09-10",1289,"QUILMES Nº 9","Buenos Aires","Nacional","1993","","FURGON TERMICO","19","FORD","16","F-100 DSL","1","Privado","Física","EZPELETA","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-31","1999-01-22",1226,"LA MATANZA Nº 09","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","63","CORSA 4PTAS GLS 1.7 DIESEL","1","Privado","Física","GONZÁLEZ CATÁN","BUENOS AIRES","Femenino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-03","2005-04-06",1221,"PILAR Nº 2","Buenos Aires","Nacional","2005","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","","BUENOS AIRES","Masculino","1955","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-24","2000-11-15",1200,"SAN MARTIN Nº 6","Buenos Aires","Nacional","2000","","FURGON 3550","29","MERCEDES BENZ","AC","SPRINTER 312D/F3550","1","Privado","Física","SAN ANDRÉS","BUENOS AIRES","Femenino","1976","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-25","1999-01-26",1234,"ADROGUE Nº 4","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","62","CORSA 4 PTAS GL 1.7D","1","Privado","Física","BURZACO","BUENOS AIRES","Masculino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-11","2000-12-29",1221,"PILAR Nº 2","Buenos Aires","Nacional","2000","","BERLINA 5 PTAS","37","RENAULT","DW","CLIO RN 5P DIE PACK AA DA","1","Privado","Física","PILAR","BUENOS AIRES","Femenino","2001","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-12","2000-06-02",1221,"PILAR Nº 2","Buenos Aires","Nacional","2000","","FURGON VIDRIADO C/ASIENTOS","37","RENAULT","EF","KANGOO RL EXPRESS DIE DA","1","Privado","Física","PILAR","BUENOS AIRES","Masculino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-02","1998-04-15",1178,"LA MATANZA Nº 08","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","01","CORSA GL 1.6 MPFI4P C/AA","1","Privado","Física","RAFAEL CASTILLO","BUENOS AIRES","Femenino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-30","1998-03-25",1290,"LA MATANZA Nº 13","Buenos Aires","Importado","1998","","FURGON VIDRIADO C/ASIENTOS","044","FIAT","036","DUCATO 1.9D P.C. 10","1","Privado","Física","SAN JUSTO","BUENOS AIRES","Femenino","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-25","2005-01-04",1246,"LA PLATA Nº 12","Buenos Aires","Nacional","2005","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","TOLOSA","BUENOS AIRES","Femenino","1955","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-06","2007-07-31",1245,"LA PLATA Nº 11","Buenos Aires","Nacional","2007","","FURGON VIDRI C/ASIEN","37","RENAULT","TE","KANGOO EXP CONFORT 1.9 AA","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-27","1992-10-30",1224,"MERLO Nº 3","Buenos Aires","Nacional","1992","","BREAK 4 PUERTAS","37","RENAULT","79","RENAULT 18 TX BREAK","1","Privado","Física","S. A. DE PADUA","BUENOS AIRES","No identificado","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-18","2004-08-03",1293,"PILAR Nº 4","Buenos Aires","Protocolo 21","2004","","RURAL 5 PTAS","136","VOLKSWAGEN","254","GOL COUNTRY 1.9SD","1","Privado","Física","PILAR","BUENOS AIRES","Masculino","1945","ITALIA",100,"06","ITA"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-27","2006-10-06",1196,"LA PLATA Nº 08","Buenos Aires","Protocolo 21","2006","","CHASIS C/CAB C/CAJA TR CARGA","063","IVECO","172","DAILY 70.12","1","Privado","Física","LOS HORNOS","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-02","2007-08-02",1271,"JOSE C. PAZ Nº 2","Buenos Aires","Nacional","2007","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","JOSE C. PAZ","BUENOS AIRES","No identificado","1964","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-25","2007-09-17",1227,"LA MATANZA Nº 10","Buenos Aires","Nacional","2007","","FURGON VIDRIADO C/ASIENTOS","37","RENAULT","TD","KANGOO EXP CONFORT 1.9","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","No identificado","1965","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-09","1992-01-27",1221,"PILAR Nº 2","Buenos Aires","Importado","1992","","AUTOMOVIL","NON","FIAT","STZ","ELBA","1","Privado","Física","PILAR","BUENOS AIRES","Masculino","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-09","2012-12-26",1047,"LANUS Nº 1","Buenos Aires","Nacional","2012","99","FURGON VIDRIADO C/ ASIENTOS","34","PEUGEOT","LJ","PARTNER CONFORT HDI 1.6","1","Privado","Física","VILLA DIAMANTE","BUENOS AIRES","No identificado","1994","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-09","2011-09-27",1189,"FLORENCIO VARELA Nº 2","Buenos Aires","Nacional","2011","99","FURGON VID. C/ASIENTOS","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","Femenino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-27","2007-11-23",1316,"JOSE C. PAZ Nº 3","Buenos Aires","Nacional","2007","99","VIDRIADO C/ ASIENTOS","37","RENAULT","TE","KANGOO EXP CONFORT 1.9 AA","1","Privado","Física","JOSE C. PAZ","BUENOS AIRES","No identificado","1958","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-30","2013-05-24",1282,"LOMAS DE ZAMORA Nº 9","Buenos Aires","Nacional","2013","99","FURGON VID/ CON ASIENTOS","34","PEUGEOT","LJ","PARTNER CONFORT HDI 1.6","1","Privado","Física","RAFAEL CASTILLO","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-02","2015-10-28",9002,"EL COLORADO","Formosa","Nacional","2015","93","CHASIS CON CABINA DORMITORIO","67","IVECO","BM","170E25 MLL","1","Privado","Física","EL COLORADO","FORMOSA","Femenino","1953","ARGENTINA",100,"34","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-13","2017-06-06",1007,"AZUL Nº 1","Buenos Aires","Nacional","2017","93","CHASIS CON CABINA DORMITORIO","67","IVECO","BK","170E22 MLL","1","Privado","Física","AZUL","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-11","2001-08-02",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","2001","92","OMNIBUS","29","MERCEDES BENZ","AR","BMO390 VS 1115/46-SB C.A.","2","Público","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1958","URUGUAY",100,"02","URY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-26","2011-08-23",7004,"SARMIENTO","Chubut","Protocolo 21","2011","92","TRACTOR C/CABINA DOR","092","MERCEDES BENZ","759","LS-1634","1","Privado","Jurídica","SARMIENTO","CHUBUT","No aplica","2002","No aplica",100,"26",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-03","2017-08-25",21048,"SAN LORENZO Nº 2","Santa Fe","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","B45","AXOR 2036S","1","Privado","Jurídica","CAPITAN BERMUDEZ","SANTA FE","No aplica","2015","No aplica",100,"82",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-03","2020-06-22",21041,"VILLA OCAMPO","Santa Fe","Protocolo 21","2020","91","CHASIS C/CABINA DORMITORIO","136","VOLKSWAGEN","566","17.280 LR","1","Privado","Jurídica","LAS TOSCAS","SANTA FE","No aplica","2008","No aplica",100,"82",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-05","2019-02-20",1193,"LUJAN Nº 2","Buenos Aires","Protocolo 21","2019","91","CHASIS C/CABINA DORMITORIO","047","FORD","A95","CARGO 1723 4X2 - CD MT 43","1","Privado","Jurídica","LUJÁN","BUENOS AIRES","No aplica","2006","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-12","2006-11-21",15008,"CENTENARIO Nº 1","Neuquén","Nacional","2006","90","MINIBUS","29","MERCEDES BENZ","BP","SPRINTER 413 CDI/C 4025","1","Privado","Física","CENTENARIO","NEUQUEN","Masculino","1971","ARGENTINA",100,"58","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-05","2009-03-23",1273,"MORENO Nº 4","Buenos Aires","Nacional","2009","90","MINIBUS","29","MERCEDES BENZ","BP","SPRINTER 413 CDI/C4025","1","Privado","Física","TRUJUI","BUENOS AIRES","Masculino","1949","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-06","2007-04-27",1227,"LA MATANZA Nº 10","Buenos Aires","Nacional","2007","90","MINIBUS","29","MERCEDES BENZ","BP","SPRINTER 413 CDI/C 4025","1","Privado","Física","GREGORIO DE LAFERRERE","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-26","2018-01-03",1047,"LANUS Nº 1","Buenos Aires","Protocolo 21","2018","82","PICK-UP CABINA DOBLE","044","FIAT","787","STRADA WORKING 1.4 8V","1","Privado","Física","LANUS","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-08-18","2019-07-04",20007,"PICO TRUNCADO","Santa Cruz","Protocolo 21","2018","82","PICK-UP CABINA DOBLE","024","CHEVROLET","580","S10 2.8TD 4X2 LT","1","Privado","Física","LAS HERAS","SANTA CRUZ","Masculino","1994","ARGENTINA",100,"78","ARG"
