"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-04","2009-08-12",13002,"MENDOZA Nº 02","Mendoza","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","CAPITAL","MENDOZA","Masculino","1960","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-22","1990-06-28",1197,"SAN ISIDRO Nº 06","Buenos Aires","Nacional","1990","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","VILLA ADELINA-SAN ISIDRO","BUENOS AIRES","No identificado","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-18","2008-08-28",21057,"ROSARIO Nº 14","Santa Fe","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON 1.9 D PLC CONFORT","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1991","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-28","1998-07-14",1177,"LOMAS DE ZAMORA Nº 6","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","52","CORSA GL 1.6 MPFI 4P C/AA","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-14","2009-02-24",1152,"LA MATANZA Nº 04","Buenos Aires","Nacional","2009","","FURGON VIDRIADO C/AS","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Masculino","1976","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-02","1994-08-24",1194,"AVELLANEDA Nº 5","Buenos Aires","Nacional","1994","","TRANSPORTE DE CARGA","19","FORD","28","F-4000","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-04","1976-09-22",1210,"ESTEBAN ECHEVERRIA Nº 3","Buenos Aires","Nacional","1976","","RURAL 4 PTAS","37","RENAULT","08","RENAULT 12 BREAK","1","Privado","Física","9 DE ABRIL","BUENOS AIRES","Masculino","1987","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-01","2009-06-18",1100,"TRES DE FEBRERO Nº 1","Buenos Aires","Nacional","2009","","FURGON VIDRIADO C/AS","37","RENAULT","US","KANGOO CONFORT 1.5 DCI CD AA DA PKELE 1P","1","Privado","Física","CASEROS","BUENOS AIRES","Masculino","1953","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-23","2008-03-12",1163,"MAR DEL PLATA Nº 05","Buenos Aires","Nacional","2008","","RURAL 5 PUERTAS","53","VOLKSWAGEN","LR","SURAN SDI 80A/08","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1958","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-04","2000-01-06",1130,"GENERAL RODRIGUEZ Nº 1","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","61","CORSA 4 PTAS. WIND 1.7D","1","Privado","Física","GENERAL RODRÍGUEZ","BUENOS AIRES","Masculino","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-10","2008-10-09",1178,"LA MATANZA Nº 08","Buenos Aires","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-08","1992-09-18",1241,"MAR DEL PLATA Nº 10","Buenos Aires","Importado","1992","","JEEP CARROZADO","","NISSAN","","PATHFINDER 30ZWNLYD21FCIWY","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1975","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-25","2001-08-22",1089,"SAN MARTIN Nº 2","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","52","CORSA 4 PUERTAS GL A/A Y D/P","1","Privado","Física","SAN ANDRES, SAN MARTIN","BUENOS AIRES","No identificado","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-01","2006-08-31",1030,"FLORENCIO VARELA Nº 1","Buenos Aires","Nacional","2006","","FURGON VID C/ASIENTO","37","RENAULT","PE","KANGOO EXPRESS GRAND CONFORT 1,9","1","Privado","Física","BOSQUES","BUENOS AIRES","Masculino","1986","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-09","1998-07-17",1230,"ESCOBAR Nº 2","Buenos Aires","Nacional","1998","","BERLINA 3 PTAS.","37","RENAULT","BD","CLIO RN 3PTAS. AA","1","Privado","Física","ESCOBAR","BUENOS AIRES","Femenino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-11","2004-10-05",1062,"MERLO Nº 1","Buenos Aires","Nacional","2004","","FURGON VIDRIADO","37","RENAULT","NP","KANGOO RL EXPRESS DIE 1PCL AA","1","Privado","Física","MARIANO ACOSTA","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-28","1991-02-27",1171,"ESCOBAR Nº 1","Buenos Aires","Nacional","1991","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","LOMA VERDE","BUENOS AIRES","Femenino","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-07","2000-05-19",15001,"NEUQUEN Nº 1","Neuquén","Nacional","2000","","BERLINA 4 PUERTAS","37","RENAULT","CK","MEGANE RT TD TRI ABS F2","1","Privado","Física","PLOTTIER","NEUQUEN","Femenino","1977","ARGENTINA",100,"58","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-04","1993-10-26",1134,"LANUS Nº 3","Buenos Aires","Nacional","1993","","FURGON LARGO","37","RENAULT","86","RENAULT TRAFIC","1","Privado","Física","LANUS OESTE","BUENOS AIRES","Masculino","1986","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-03","2006-04-25",1250,"ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11)","Buenos Aires","Nacional","2006","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","ITUZAINGÓ","BUENOS AIRES","Masculino","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-24","2007-12-04",1221,"PILAR Nº 2","Buenos Aires","Nacional","2007","","RURAL 5 PTAS","53","VOLKSWAGEN","LT","SURAN SDI  80D","1","Privado","Física","PTE DERQUI-PILAR","BUENOS AIRES","No identificado","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-11","2001-07-13",1150,"AVELLANEDA Nº 3","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 MPFI","1","Privado","Física","SARANDI- AVELLANEDA","BUENOS AIRES","No identificado","1984","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-14","1991-05-27",1255,"LOMAS DE ZAMORA Nº 8","Buenos Aires","Nacional","1991","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","TEMPERL","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-11","1991-05-21",1272,"LA PLATA Nº 14","Buenos Aires","Nacional","1991","","FURGON VID.C/ASIENTO","37","RENAULT","37","RENAULT TRAFIC","1","Privado","Física","MANUEL B. GONNET","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-24","2000-02-21",4069,"RIO CEBALLOS","Córdoba","Nacional","2000","","RURAL 3 PTAS","07","CITROEN","06","BERLINGO DPL","1","Privado","Física","RIO CEBALLOS. COLON","CORDOBA","Masculino","1963","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-02","1998-01-15",1291,"CAMPANA Nº 3","Buenos Aires","Nacional","1998","","BERLINA 4 PTAS","37","RENAULT","CK","MEGANE RT TRIC. 2.0","1","Privado","Física","CAMPANA","BUENOS AIRES","No identificado","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-29","2007-01-09",2015,"CAPITAL FEDERAL Nº 015","Ciudad Autónoma de Bs.As.","Nacional","2007","","FURGON VIDRIADO","34","PEUGEOT","DM","PARTNER FURGON 1.4 N PRESENCE","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1979","PERU",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-04","2000-09-29",4059,"CORDOBA Nº 16","Córdoba","Nacional","2000","","SEDAN","08","CHEVROLET","77","CORSA 3 PUERTAS 1.0 N","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1983","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-15","2000-10-13",1315,"OLAVARRIA Nº 3","Buenos Aires","Nacional","2000","","FURGON VIDRIADO","37","RENAULT","EM","KANGOO RL EXPRESS","1","Privado","Física","OLAVARRIA","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-10","1999-02-03",4045,"CORDOBA Nº 12","Córdoba","Nacional","1999","","BERLINA 3PTAS.AA","37","RENAULT","CB","CLIO RL 3PTAS. AA","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1995","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-14","1994-08-09",1317,"ADROGUE Nº 6","Buenos Aires","Nacional","1994","","BERLINA 5 PTAS","37","RENAULT","90","RENAULT 19 RN (BIC)","1","Privado","Física","GLEW * ALTE.BROWN","BUENOS AIRES","No identificado","1979","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-18","1993-03-19",2029,"CAPITAL FEDERAL Nº 029","Ciudad Autónoma de Bs.As.","Nacional","1993","","BERLINA 5 PTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1993","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-04","2008-01-08",4038,"CORDOBA Nº 07","Córdoba","Nacional","2008","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1994","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-15","1994-01-12",2085,"CAPITAL FEDERAL Nº 085","Ciudad Autónoma de Bs.As.","Protocolo 21","1994","","FURGON 4 PTAS.","","MERCEDES BENZ","","MB 180D/1994","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1977","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-24","1993-05-19",4006,"CORDOBA Nº 02","Córdoba","Importado","1993","","4 (CUATRO) PUERTAS","127","SUZUKI SWIFT SEDAN NL","002","SEL533NL1AG61 (SF 413 NL)","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1983","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-09","1998-06-19",4060,"CORDOBA Nº 17","Córdoba","Nacional","1998","","FURGON 3550","29","MERCEDES BENZ","91","SPRINTER 310D/F3550","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1995","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-10","2000-02-15",1252,"QUILMES Nº 5 (EX 9)","Buenos Aires","Nacional","2000","","RURAL 3 PTAS","34","PEUGEOT","AF","PARTNER BRKN","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1994","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-07","2000-02-04",1266,"MALVINAS ARGENTINAS Nº 3","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","57","CORSA 4P WIND 1.6 MPFI","1","Privado","Física","GRAND BOURG","BUENOS AIRES","Masculino","1953","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-09","2005-02-16",1271,"JOSE C. PAZ Nº 2","Buenos Aires","Nacional","2005","","FURGON 600","34","PEUGEOT","DM","PARTNER FURGON 1.4 N PRESENCE","1","Privado","Física","JOSE C. PAZ","BUENOS AIRES","No identificado","1994","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-16","1998-06-19",4047,"VILLA CARLOS PAZ Nº 1","Córdoba","Nacional","1998","","SEDAN","08","CHEVROLET","52","CORSA GL 1.6 4D WORLD CUP","1","Privado","Física","VILLA CARLOS PAZ","CORDOBA","Masculino","1948","CHILE",100,"14","CHL"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-03","2007-07-27",1250,"ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11)","Buenos Aires","Nacional","2007","99","FURGON VIDRIADO CON ASIENTOS","37","RENAULT","TE","KANGOO EXP CONFORT 1.9 AA","1","Privado","Física","ITUZAINGO","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-11","2008-01-25",1273,"MORENO Nº 4","Buenos Aires","Nacional","2008","99","FURGON VID C/AS","37","RENAULT","TG","KANGOO EXP GENERIQUE 1.9 D","1","Privado","Física","MORENO","BUENOS AIRES","Femenino","1959","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-16","2016-10-13",1161,"ESTEBAN ECHEVERRIA Nº 2","Buenos Aires","Nacional","2016","94","TRACTOR C/ CABINA DORMITORIO","29","MERCEDES BENZ","EP","BMO 695 VERSION ATRON 1634 S 45","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Masculino","1963","PORTUGAL",100,"06","PRT"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-30","2018-03-14",1252,"QUILMES Nº 5 (EX 9)","Buenos Aires","Nacional","2018","93","CHASIS CON CABINA DORMITORIO","29","MERCEDES BENZ","FS","695 VERSION 1735 51","1","Privado","Jurídica","QUILMES","BUENOS AIRES","No aplica","1999","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-24","2015-08-19",4083,"BELL VILLE Nº 2","Córdoba","Nacional","2015","93","CHASIS CON CABINA DORMITORIO","29","MERCEDES BENZ","EK","BMO 695 VERSION ATRON 1634 51","1","Privado","Física","SAN MARCOS SUD","CORDOBA","Masculino","1949","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-11","2020-10-22",11002,"GENERAL PICO Nº 1","La Pampa","Protocolo 21","2020","92","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","D32","AXOR 2544 LS","1","Privado","Jurídica","GENERAL PICO","LA PAMPA","No aplica","2000","No aplica",100,"42",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-04","2017-03-30",1148,"LOMAS DE ZAMORA Nº 4","Buenos Aires","Protocolo 21","2017","92","TRACTOR C/CABINA DORMITORIO","047","FORD","A98","CARGO 1723 4X2 - CD MT 37","1","Privado","Jurídica","BANFIELD","BUENOS AIRES","No aplica","2010","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-09","2016-11-22",1211,"QUILMES Nº 6","Buenos Aires","Protocolo 21","2016","91","CHASIS C/CABINA DORMITORIO","092","MERCEDES BENZ","B66","ATEGO 2426","1","Privado","Jurídica","SAN FCO.SOLANO","BUENOS AIRES","No aplica","1999","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-17","2017-07-11",1317,"ADROGUE Nº 6","Buenos Aires","Protocolo 21","2017","91","CHASIS C/CABINA DORMITORIO","120","SCANIA","462","G310 B4X2","1","Privado","Jurídica","BURZACO","BUENOS AIRES","No aplica","2011","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-10","2014-03-06",2097,"CAPITAL FEDERAL Nº 097","Ciudad Autónoma de Bs.As.","Nacional","2014","91","MIDIBUS","29","MERCEDES BENZ","DK","SPRINTER 515 CDI-C 4325 TE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2006","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-16","2014-09-03",2023,"CAPITAL FEDERAL Nº 023","Ciudad Autónoma de Bs.As.","Nacional","2014","91","MIDIBUS","29","MERCEDES BENZ","DK","SPRINTER 515 CDI-C 4325 TE","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2018","No aplica",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-29","2019-05-23",1063,"MIRAMAR","Buenos Aires","Protocolo 21","2018","82","PICK-UP CABINA DOBLE","136","VOLKSWAGEN","582","SAVEIRO CROSS 1.6","1","Privado","Física","MIRAMAR","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-07","2008-07-02",1176,"SAN ISIDRO Nº 05","Buenos Aires","Importado","2008","82","PICK-UP CABINA DOBLE","158","DODGE","110","RAM2500 LARAMIE 4X4TD HEAVY DUTY","1","Privado","Física","BOULOGNE","BUENOS AIRES","No identificado","2000","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-18","2016-06-29",1232,"HURLINGHAM Nº 2 (EX. MORON Nº 10)","Buenos Aires","Protocolo 21","2016","82","PICK-UP CABINA DOBLE","044","FIAT","843","TORO FREEDOM 2.0 16V 4X2","1","Privado","Física","HURLINGHAM","BUENOS AIRES","Masculino","1971","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-29","2012-02-16",1100,"TRES DE FEBRERO Nº 1","Buenos Aires","Protocolo 21","2012","82","PICK-UP CABINA DOBLE","044","FIAT","714","STRADA ADVENTURE 1.6","1","Privado","Física","CASEROS","BUENOS AIRES","No identificado","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-09","2010-08-24",21066,"SANTA FE Nº 6","Santa Fe","Protocolo 21","2010","82","PICK-UP CABINA DOBLE","024","CHEVROLET","415","S10 2.8TDI DLX 4X2 ELECTRONIC CD","1","Privado","Física","SANTA FE","SANTA FE","Femenino","1995","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-10","2012-05-28",1124,"LANUS Nº 9","Buenos Aires","Protocolo 21","2012","82","PICK-UP CABINA DOBLE","024","CHEVROLET","583","S10 2.8TD 4X4 LT","1","Privado","Física","LANÚS OESTE","BUENOS AIRES","Masculino","1954","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-15","2017-10-30",15009,"CHOS MALAL","Neuquén","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","044","FIAT","844","TORO FREEDOM 2.0 16V 4X4","1","Privado","Física","RINCON DE LOS SAUCES","NEUQUEN","Masculino","1987","ARGENTINA",100,"58","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-30","2019-08-21",1178,"LA MATANZA Nº 08","Buenos Aires","Protocolo 21","2019","82","PICK-UP CABINA DOBLE","044","FIAT","902","TORO FREEDOM 1.8 16V 4X2 AT6","1","Privado","Física","RAFAEL CASTILLO","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-15","2019-02-08",5011,"CORRIENTES Nº 2","Corrientes","Protocolo 21","2019","82","PICK-UP CABINA DOBLE","044","FIAT","902","TORO FREEDOM 1.8 16V 4X2 AT6","1","Privado","Física","CORRIENTES","CORRIENTES","Masculino","1986","ARGENTINA",100,"18","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-10","2010-07-27",13032,"MAIPU Nº 2","Mendoza","Protocolo 21","2010","82","PICK-UP CABINA DOBLE","024","CHEVROLET","487","S10 2.8TDI STD 4X2 ELECTRONIC","1","Privado","Física","FRAY LUIS BELTRAN","MENDOZA","Femenino","1962","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-28","2010-01-28",2074,"CAPITAL FEDERAL Nº 074","Ciudad Autónoma de Bs.As.","Importado","2010","82","PICK-UP CABINA DOBLE","158","DODGE","109","RAM 2500 SLT 4X4 TD HEAVY DUTY","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1946","ARGENTINA",50,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-06-16","2017-10-30",4028,"RIO TERCERO Nº 1","Córdoba","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","024","CHEVROLET","678","S10 CD 2.8 TD 4X2 HC","1","Privado","Jurídica","RIO TERCERO","CORDOBA","No aplica","2008","No aplica",100,"14",""
